AssessmentIndDefinitionId,AssessmentTaskDefinitionId,DisplayOrder,Errors,ExternalId__c,Id
0euAq0000000UnNIAU,0Z4Aq0000000EuQKAU,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlLIAU:--,Administrative and Other Matters MH Application,
0euAq0000000UnSIAU,0Z4Aq0000000EuUKAU,,,Assisted Living Services MH Application,0dtAq0000001ZlQIAU
0euAq0000000UnUIAU,0Z4Aq0000000EuMKAU,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlOIAU:--,Health and Safety MH Application,
0euAq0000000UnYIAU,0Z4Aq0000000EuQKAU,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlLIAU:--,Administrative and Other Matters MH Application,
0euAq0000000UndIAE,0Z4Aq0000000EuQKAU,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlLIAU:--,Administrative and Other Matters MH Application,
0euAq0000000UniIAE,0Z4Aq0000000EuQKAU,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlLIAU:--,Administrative and Other Matters MH Application,
0euAq0000000UnlIAE,0Z4Aq0000000EuQKAU,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlLIAU:--,Administrative and Other Matters MH Application,
0euAq0000000UitIAE,0Z4Aq0000000EunKAE,,,Health and Safety MH Compliance,0dtAq0000001ZlRIAU
0euAq0000000UiuIAE,0Z4Aq0000000EunKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlRIAU:--,Health and Safety MH Compliance,
0euAq0000000UivIAE,0Z4Aq0000000EunKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlRIAU:--,Health and Safety MH Compliance,
0euAq0000000UiwIAE,0Z4Aq0000000EunKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlRIAU:--,Health and Safety MH Compliance,
0euAq0000000UixIAE,0Z4Aq0000000EuoKAE,,,Housing MH Compliance,0dtAq0000001ZlSIAU
0euAq0000000UiyIAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UizIAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj0IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj1IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj2IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj3IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj4IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj5IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj6IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj7IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj8IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000Uj9IAE,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjAIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjBIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjCIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjDIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjEIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjFIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjGIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjJIAU,0Z4Aq0000000EupKAE,,,Emergency Preparedness MH Compliance,0dtAq0000001ZlTIAU
0euAq0000000UjKIAU,0Z4Aq0000000EuoKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlSIAU:--,Housing MH Compliance,
0euAq0000000UjLIAU,0Z4Aq0000000EuqKAE,,,Employees/Staff MH Compliance,0dtAq0000001ZlUIAU
0euAq0000000UjMIAU,0Z4Aq0000000EuqKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlUIAU:--,Employees/Staff MH Compliance,
0euAq0000000UjNIAU,0Z4Aq0000000EuqKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlUIAU:--,Employees/Staff MH Compliance,
0euAq0000000UjOIAU,0Z4Aq0000000EuqKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlUIAU:--,Employees/Staff MH Compliance,
0euAq0000000UjPIAU,0Z4Aq0000000EurKAE,,,Administrative and Other Matters MH Compliance,0dtAq0000001ZlVIAU
0euAq0000000UjQIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjRIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjSIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjTIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjUIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjVIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjWIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjXIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjYIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjZIAU,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjaIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjbIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjcIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjdIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjeIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjnIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjoIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjpIAE,0Z4Aq0000000EurKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlVIAU:--,Administrative and Other Matters MH Compliance,
0euAq0000000UjqIAE,0Z4Aq0000000EuqKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlUIAU:--,Employees/Staff MH Compliance,
0euAq0000000UjrIAE,0Z4Aq0000000EupKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlTIAU:--,Emergency Preparedness MH Compliance,
0euAq0000000UjsIAE,0Z4Aq0000000EupKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlTIAU:--,Emergency Preparedness MH Compliance,
0euAq0000000UjtIAE,0Z4Aq0000000EupKAE,,DUPLICATE_VALUE:duplicate value found: ExternalId__c duplicates value on record with id: 0dtAq0000001ZlTIAU:--,Emergency Preparedness MH Compliance,
