Category__c,DataType,Description,Id,Name,ExternalId__c
Housing,String,"Registrant MH or SN class must provide, in each resident's unit, a lockable device for the resident to securely store money and personal property.",0eubZ00000001FnQAI,"Registrant MH or SN class must provide, in each resident's unit, a lockable device for the resident to securely store money and personal property.",S 18.2.a 
Housing,String,"Registrant MH or SN class must provide, in each resident's unit, a lockable device for resident’s use to securely store money and personal property & permit furniture/equip and personal property unless it would jeopardize the H&S of others.",0eubZ00000001FoQAI,"Registrant MH or SN class must provide, in each resident's unit, a lockable device for resident’s use to securely store money and personal property & permit furniture/equip and personal property unless it would jeopardize the H&S of others.",S 18.2.b 
Housing,String,A registrant must ensure that the assisted living residence is secured in a manner that protects residents from entry by unauthorized persons.,0eubZ00000001FpQAI,A registrant must ensure that the assisted living residence is secured in a manner that protects residents from entry by unauthorized persons.,S 19.1 
Housing,String,"A registrant must ensure that units are accessible in an emergency, including that locked units may be unlocked from the outside.",0eubZ00000001FqQAI,"A registrant must ensure that units are accessible in an emergency, including that locked units may be unlocked from the outside.",S 19.2 
Housing,String,A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may lock their own units.,0eubZ00000001FrQAI,A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may lock their own units.,S 19.3.a 
Housing,String,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may lock their own units that, subject to subsection (2), residents may control access to their own units.",0eubZ00000001FsQAI,"A registrant who operates an assisted living residence of the Seniors and Persons with Disabilities class must ensure that residents may lock their own units that, subject to subsection (2), residents may control access to their own units.",S 19.3.b 
Emergency Preparedness,String,A registrant must ensure that emergency exits and egress windows are not obstructed or secured in a manner that may hinder exit in an emergency.,0eubZ00000001FtQAI,A registrant must ensure that emergency exits and egress windows are not obstructed or secured in a manner that may hinder exit in an emergency.,S 19.4 
Housing,String,A registrant must not permit a weapon within the meaning of the Criminal Code in the assisted living residence.,0eubZ00000001FuQAI,A registrant must not permit a weapon within the meaning of the Criminal Code in the assisted living residence.,S 19.5 
Employees/Staff,String,"At all times, sufficient number of employees with adequate training, experience, skills & qualifications to provide hospitality services & AL services to residents in accordance with the registrant's registration.",0eubZ00000001FvQAI,"At all times, sufficient number of employees with adequate training, experience, skills & qualifications to provide hospitality services & AL services to residents in accordance with the registrant's registration.",S 20.1.a 
Employees/Staff,String,"At all times, sufficient number of employees with adequate training, experience, skills & qualifications to provide hospitality services & AL services to residents in a manner that will not jeopardize the health and safety of residents.",0eubZ00000001FwQAI,"At all times, sufficient number of employees with adequate training, experience, skills & qualifications to provide hospitality services & AL services to residents in a manner that will not jeopardize the health and safety of residents.",S 20.1.b 
Employees/Staff,String,"A registrant must prepare an employee plan that includes a written description of the  the duties and responsibilities of the employee for each employee position, whether volunteer or staff.",0eubZ00000001FxQAI,"A registrant must prepare an employee plan that includes a written description of the  the duties and responsibilities of the employee for each employee position, whether volunteer or staff.",S 21.1.a 
Employees/Staff,String,"A registrant must prepare an employee plan that includes a written description of all of the training, experience, skills and other qualifications the employee must have, for each employee position, whether volunteer or staff.",0eubZ00000001FyQAI,"A registrant must prepare an employee plan that includes a written description of all of the training, experience, skills and other qualifications the employee must have, for each employee position, whether volunteer or staff.",S 21.1.b 
Administrative and Other Matters,String,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a criminal record check for the person.",0eubZ00000001FzQAI,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a criminal record check for the person.",S 22.1.a.i 
Administrative and Other Matters,String,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a record of the person's work history.",0eubZ00000001G0QAI,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, has first obtained a record of the person's work history.",S 22.1.a.ii 
Administrative and Other Matters,String,"Subject to subsections (2) & (3), a registrant must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of any diplomas, certificates or other evidence of training, experience, skills, & other qualifications.",0eubZ00000001G1QAI,"Subject to subsections (2) & (3), a registrant must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of any diplomas, certificates or other evidence of training, experience, skills, & other qualifications.",S 22.1.a.iii 
Administrative and Other Matters,String,"Subject to subsections (2) & (3), must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of diplomas, certificates or other evidence of the person's training, experience, skills, & other qualifications.",0eubZ00000001G2QAI,"Subject to subsections (2) & (3), must not employ a person in an AL residence unless the registrant or manager, has first obtained copies of diplomas, certificates or other evidence of the person's training, experience, skills, & other qualifications.",S 22.1.a.iv 
Administrative and Other Matters,String,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, is satisfied that the person is of good character.",0eubZ00000001G3QAI,"Subject to subsections (2) and (3), a registrant must not employ a person in an assisted living residence unless the registrant or manager, is satisfied that the person is of good character.",S 22.1.b.i 
Administrative and Other Matters,String,"Subject to subsections (2) and (3), registrant must not employ a person in an AL residence unless the registrant or manager, is satisfied that the person has the personality, ability and temperament necessary to provide services to residents",0eubZ00000001G4QAI,"Subject to subsections (2) and (3), registrant must not employ a person in an AL residence unless the registrant or manager, is satisfied that the person has the personality, ability and temperament necessary to provide services to residents",S 22.1.b.ii 
Administrative and Other Matters,String,"Subject to subsections (2) & (3), must not employ a person in an AL Res unless the registrant or manager is satisfied the person has the training, experience ,qualifications & demonstrates skills, necessary to the assigned duties & responsibilities.",0eubZ00000001G5QAI,"Subject to subsections (2) & (3), must not employ a person in an AL Res unless the registrant or manager is satisfied the person has the training, experience ,qualifications & demonstrates skills, necessary to the assigned duties & responsibilities.",S 22.1.b.iii 
Administrative and Other Matters,String,Registrant may employ a person without meeting subsection (1) (a) (ii) and (iii) and (b) if the registrant or manager has first met with the person and obtained a CRC and at least 2 character references.,0eubZ00000001G6QAI,Registrant may employ a person without meeting subsection (1) (a) (ii) and (iii) and (b) if the registrant or manager has first met with the person and obtained a CRC and at least 2 character references.,S 22.2.a 
Administrative and Other Matters,String,"A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if the person will be a volunteer, and.",0eubZ00000001G7QAI,"A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if the person will be a volunteer, and.",S 22.2.b 
Administrative and Other Matters,String,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if  the person will not be responsible for  managing the provision of hospitality services to residents.,0eubZ00000001G8QAI,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if  the person will not be responsible for  managing the provision of hospitality services to residents.,S 22.2.c.i 
Administrative and Other Matters,String,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if the person will not be responsible for  managing or providing assisted living services to residents.,0eubZ00000001G9QAI,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if the person will not be responsible for  managing or providing assisted living services to residents.,S 22.2.c.ii 
Administrative and Other Matters,String,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if  the person will not be responsible for monitoring the health and safety of residents or the operation of the assisted living residence.,0eubZ00000001GAQAY,A registrant may employ a person without meeting the requirements of subsection (1) (a) (ii) and (iii) and (b) if  the person will not be responsible for monitoring the health and safety of residents or the operation of the assisted living residence.,S 22.2.c.iii 
Administrative and Other Matters,String,A registrant may employ a person without meeting the requirements of subsection (1) if  the person is providing hospitality services or assisted living services under a contract between the registrant and another person.,0eubZ00000001GBQAY,A registrant may employ a person without meeting the requirements of subsection (1) if  the person is providing hospitality services or assisted living services under a contract between the registrant and another person.,S 22.3.a 
Administrative and Other Matters,String,A registrant may employ a person without meeting the requirements of subsection (1) if  the person with whom the registrant has contracted is not an individual.,0eubZ00000001GCQAY,A registrant may employ a person without meeting the requirements of subsection (1) if  the person with whom the registrant has contracted is not an individual.,S 22.3.b 
Administrative and Other Matters,String,"Registrant may employ without meeting subsection (1) if  has a contract, letter or written assurance that the other person has the information & is satisfied of the matters referred to in subsection (1) in respect of the person providing services.",0eubZ00000001GDQAY,"Registrant may employ without meeting subsection (1) if  has a contract, letter or written assurance that the other person has the information & is satisfied of the matters referred to in subsection (1) in respect of the person providing services.",S 22.3.c 
Administrative and Other Matters,String,A person employed as a manager must not be a volunteer.,0eubZ00000001GEQAY,A person employed as a manager must not be a volunteer.,S 22.4 
Administrative and Other Matters,String,"Without limiting section 22 (1) [character & skill requirements], Registrant of  AL residence of SU class must not employ a person unless the person has completed a course, or a combination of courses, of at least 20 hrs duration in counselling.",0eubZ00000001GFQAY,"Without limiting section 22 (1) [character & skill requirements], Registrant of  AL residence of SU class must not employ a person unless the person has completed a course, or a combination of courses, of at least 20 hrs duration in counselling.",S 23.1a 
Administrative and Other Matters,String,"Without limiting section 22 (1) [character & skill requirements], Registrant who operates an AL residence of SU class must not employ unless completed a course, or combination of courses, of at least 20 hrs duration in crisis intervention & conflict res.",0eubZ00000001GGQAY,"Without limiting section 22 (1) [character & skill requirements], Registrant who operates an AL residence of SU class must not employ unless completed a course, or combination of courses, of at least 20 hrs duration in crisis intervention & conflict res.",S 23.1b 
Administrative and Other Matters,String,"Without limiting section 22 (1) [character & skill requirements], Registrant  of AL Res of SU class must not employ a person unless the person has completed a course, or combo of courses, of 20 hrs in psychosocial intervention for substance use disorders.",0eubZ00000001GHQAY,"Without limiting section 22 (1) [character & skill requirements], Registrant  of AL Res of SU class must not employ a person unless the person has completed a course, or combo of courses, of 20 hrs in psychosocial intervention for substance use disorders.",S 23.1c 
Administrative and Other Matters,String,"Without limiting section 22 (1) [character & skill requirements],Registrant of AL Res of SU class must not employ a person unless the person has completed a course, or a combination of courses, of at least 20 hrs in trauma-informed practice.",0eubZ00000001GIQAY,"Without limiting section 22 (1) [character & skill requirements],Registrant of AL Res of SU class must not employ a person unless the person has completed a course, or a combination of courses, of at least 20 hrs in trauma-informed practice.",S 23.1d 
Administrative and Other Matters,String,"Despite subsection (1), a registrant may employ a person who does not meet the requirements of that subsectionif the person will be a volunteer to whom section 22 (2) applies, or",0eubZ00000001GJQAY,"Despite subsection (1), a registrant may employ a person who does not meet the requirements of that subsectionif the person will be a volunteer to whom section 22 (2) applies, or",S 23.2a 
Administrative and Other Matters,String,"Despite subsection (1), a registrant may employ a person who does not meet the requirements of that subsectionif the person is employed for a period of no more than 3 month.",0eubZ00000001GKQAY,"Despite subsection (1), a registrant may employ a person who does not meet the requirements of that subsectionif the person is employed for a period of no more than 3 month.",S 23.2b.i 
Administrative and Other Matters,String,"Despite subsection (1), Registrant may employ a person who does not meet the requirements of that subsection if a written plan is made describing how the person will complete, within  3 month period, the course requirements referred to in that subsection.",0eubZ00000001GLQAY,"Despite subsection (1), Registrant may employ a person who does not meet the requirements of that subsection if a written plan is made describing how the person will complete, within  3 month period, the course requirements referred to in that subsection.",S 23.2b.ii 
Administrative and Other Matters,String,"Despite subsection (1), Registrant may employ a person not meeting requirements of that subsection if the person is not re-employed by the registrant unless the person has completed course requirements within the plan referred to in subparagraph (ii).",0eubZ00000001GMQAY,"Despite subsection (1), Registrant may employ a person not meeting requirements of that subsection if the person is not re-employed by the registrant unless the person has completed course requirements within the plan referred to in subparagraph (ii).",S 23.2b.iii 
Administrative and Other Matters,String,A registrant must ensure that the performance of each employee is reviewed regularly.,0eubZ00000001GNQAY,A registrant must ensure that the performance of each employee is reviewed regularly.,S 24.1.a
Administrative and Other Matters,String,A registrant must ensure that the registrant or manager is satisfied that the employee demonstrates the skills needed to carry out the duties that the employee is assigned.,0eubZ00000001GOQAY,A registrant must ensure that the registrant or manager is satisfied that the employee demonstrates the skills needed to carry out the duties that the employee is assigned.,S 24.1.b
Administrative and Other Matters,String,"Employee to whom section 22 (3) applies, registrant must have a contract, letter or written assurance that the person the registrant has contracted conducts the reviews& is satisfied of matters referred to in subsection (1) in respect of the employee.",0eubZ00000001GPQAY,"Employee to whom section 22 (3) applies, registrant must have a contract, letter or written assurance that the person the registrant has contracted conducts the reviews& is satisfied of matters referred to in subsection (1) in respect of the employee.",S 24.2
Employees/Staff,String,"A registrant must not permit an employee to carry out any duties for which the employee does not have the necessary training, experience, skills or qualifications.",0eubZ00000001GQQAY,"A registrant must not permit an employee to carry out any duties for which the employee does not have the necessary training, experience, skills or qualifications.",S 24.3
Emergency Preparedness,String,"A registrant must make an emergency response plan that describes the procedures to be followed to prepare for, mitigate, respond to and recover from an emergency at the assisted living residence",0eubZ00000001GRQAY,"A registrant must make an emergency response plan that describes the procedures to be followed to prepare for, mitigate, respond to and recover from an emergency at the assisted living residence",S 25.1.a 
Emergency Preparedness,String,A registrant must make an emergency response plan that describes the procedures to be followed to conduct emergency drills and the frequency with which they will be held.,0eubZ00000001GSQAY,A registrant must make an emergency response plan that describes the procedures to be followed to conduct emergency drills and the frequency with which they will be held.,S 25.1.b 
Emergency Preparedness,String,A registrant must make an emergency response plan that describes the procedures to be followed to evacuate residents in an emergency including any supports residents require to evacuate or move to a safer location,0eubZ00000001GTQAY,A registrant must make an emergency response plan that describes the procedures to be followed to evacuate residents in an emergency including any supports residents require to evacuate or move to a safer location,S 25.1.c 
Emergency Preparedness,String,A registrant must make an emergency response plan that describes a plan to ensure that residents continue to receive adequate hospitality services and assisted living services during and following an emergency.,0eubZ00000001GUQAY,A registrant must make an emergency response plan that describes a plan to ensure that residents continue to receive adequate hospitality services and assisted living services during and following an emergency.,S 25.1.d 
Emergency Preparedness,String,"An emergency response plan must be reviewed and, if appropriate, revised if there is a structural change to the assisted living residence.",0eubZ00000001GVQAY,"An emergency response plan must be reviewed and, if appropriate, revised if there is a structural change to the assisted living residence.",S 25.2.a 
Emergency Preparedness,String,"An emergency response plan must be reviewed and, if appropriate, revised if  the support requirements of residents change significantly.",0eubZ00000001GWQAY,"An emergency response plan must be reviewed and, if appropriate, revised if  the support requirements of residents change significantly.",S 25.2.b 
Emergency Preparedness,String,"Registrant must ensure all employees, other than a volunteer to whom section 22 (2) [character and skill requirements] applies, are trained in the implementation of the emergency response plan, including in the use of equipment referred to in the plan.",0eubZ00000001GXQAY,"Registrant must ensure all employees, other than a volunteer to whom section 22 (2) [character and skill requirements] applies, are trained in the implementation of the emergency response plan, including in the use of equipment referred to in the plan.",S 25.3 
Emergency Preparedness,String,A registrant must display prominently throughout the assisted living residence evacuation procedures and a diagram of the location of emergency exits.,0eubZ00000001GYQAY,A registrant must display prominently throughout the assisted living residence evacuation procedures and a diagram of the location of emergency exits.,S 26.1 
Emergency Preparedness,String,A registrant must ensure that the assisted living residence has emergency exits and egress windows that are appropriate to resident needs and capabilities.,0eubZ00000001GZQAY,A registrant must ensure that the assisted living residence has emergency exits and egress windows that are appropriate to resident needs and capabilities.,S 26.2 
Emergency Preparedness,String,A registrant must ensure that reliable communication equipment is accessible to all employees during an emergency.,0eubZ00000001GaQAI,A registrant must ensure that reliable communication equipment is accessible to all employees during an emergency.,S 26.3 
Emergency Preparedness,String,"A registrant must ensure that fire protection equipment is inspected, tested and maintained, in accordance with the recommendations, if any, of the manufacture.",0eubZ00000001GbQAI,"A registrant must ensure that fire protection equipment is inspected, tested and maintained, in accordance with the recommendations, if any, of the manufacture.",S 26.4.a.i 
Emergency Preparedness,String,"A registrant must ensure that fire protection equipment is inspected, tested and maintained  at least annually.",0eubZ00000001GcQAI,"A registrant must ensure that fire protection equipment is inspected, tested and maintained  at least annually.",S 26.4.a.ii 
Emergency Preparedness,String,"A registrant must ensure that other emergency equipment is inspected, tested and maintained in accordance with the recommendations, if any, of the manufacturer.",0eubZ00000001GdQAI,"A registrant must ensure that other emergency equipment is inspected, tested and maintained in accordance with the recommendations, if any, of the manufacturer.",S 26.4.b 
Emergency Preparedness,String,A registrant must conduct fire and other emergency drills at least annually.,0eubZ00000001GeQAI,A registrant must conduct fire and other emergency drills at least annually.,S 26.5 
Employees/Staff,String,"A registrant must ensure that, at all times, an employee who holds a valid first aid and CPR certificate, provided on completing a course that meets the requirements of Schedule B, is readily accessible to residents.",0eubZ00000001GfQAI,"A registrant must ensure that, at all times, an employee who holds a valid first aid and CPR certificate, provided on completing a course that meets the requirements of Schedule B, is readily accessible to residents.",S 27.1 
Emergency Preparedness,String,A registrant must have first aid supplies readily accessible to all employees.,0eubZ00000001GgQAI,A registrant must have first aid supplies readily accessible to all employees.,S 27.2 
Emergency Preparedness,String,This section applies only to registrants operating an assisted living residence of the Supportive Recovery class.,0eubZ00000001GhQAI,This section applies only to registrants operating an assisted living residence of the Supportive Recovery class.,S 28.1.a 
Emergency Preparedness,String,"This section applies only to registrants operating an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class, if residents are at risk of experiencing opioid overdoses.",0eubZ00000001GiQAI,"This section applies only to registrants operating an assisted living residence of the Mental Health or Seniors and Persons with Disabilities class, if residents are at risk of experiencing opioid overdoses.",S 28.1.b 
Administrative and Other Matters,String,A registrant must make a plan describing the procedures to be followed to prevent and respond to opioid overdoses by residents.,0eubZ00000001GjQAI,A registrant must make a plan describing the procedures to be followed to prevent and respond to opioid overdoses by residents.,S 28.2 
Emergency Preparedness,String,"Without limiting section 27 [first aid], a registrant must ensure all of the following: that naloxone and related supplies are readily accessible to all employees and residents.",0eubZ00000001GkQAI,"Without limiting section 27 [first aid], a registrant must ensure all of the following: that naloxone and related supplies are readily accessible to all employees and residents.",S 28.3.a 
Employees/Staff,String,"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all employees are trained in how to administer naloxone.",0eubZ00000001GlQAI,"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all employees are trained in how to administer naloxone.",S 28.3.b 
Emergency Preparedness,String,"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all residents are given information respecting how to administer naloxone.",0eubZ00000001GmQAI,"Without limiting section 27 [first aid], a registrant must ensure all of the following: that all residents are given information respecting how to administer naloxone.",S 28.3.c 
Planning and Support Agreements,String,"Before accepting a person as a resident, a registrant must first be satisfied, that the person does not require care.",0eubZ00000001GnQAI,"Before accepting a person as a resident, a registrant must first be satisfied, that the person does not require care.",S 29.1.a 
Planning and Support Agreements,String,"Before accepting a person as a resident, Registrant must first be satisfied, that the person is not prohibited, under section 26.1 [persons not allowed to reside in an assisted living residence] of the Act, from residing in the assisted living residence.",0eubZ00000001GoQAI,"Before accepting a person as a resident, Registrant must first be satisfied, that the person is not prohibited, under section 26.1 [persons not allowed to reside in an assisted living residence] of the Act, from residing in the assisted living residence.",S 29.1.b 
Planning and Support Agreements,String,"Before accepting a person as a resident, Registrant must first be satisfied, that the person may reside in the AL residence without jeopardizing the health and safety of that person or of any other resident, given that person's needs and capabilities.",0eubZ00000001GpQAI,"Before accepting a person as a resident, Registrant must first be satisfied, that the person may reside in the AL residence without jeopardizing the health and safety of that person or of any other resident, given that person's needs and capabilities.",S 29.1.c.i 
Planning and Support Agreements,String,"Before accepting a person as a resident, Registrant must first be satisfied, that the person may reside in the AL residence without jeopardizing the H&S of that person or of any other resident, given the AL services provided by or through the registrant.",0eubZ00000001GqQAI,"Before accepting a person as a resident, Registrant must first be satisfied, that the person may reside in the AL residence without jeopardizing the H&S of that person or of any other resident, given the AL services provided by or through the registrant.",S 29.1.c.ii 
Administrative and Other Matters,String,"Before making a Res agreement, prospective resident must be given a copy of all of the following,& inform appro to person's needs & capabilities the contents of materials given: the shared common areas policy made under s.15 [if > one class or non-res]",0eubZ00000001GrQAI,"Before making a Res agreement, prospective resident must be given a copy of all of the following,& inform appro to person's needs & capabilities the contents of materials given: the shared common areas policy made under s.15 [if > one class or non-res]",S 30.1.a 
Administrative and Other Matters,String,"Before making a res agreement, prospective resident must receive a copy of the following, & inform the prospective resident appro to person's needs & capabilities of the contents of materials given: the visitation & communication policy under s. 41 .2.",0eubZ00000001GsQAI,"Before making a res agreement, prospective resident must receive a copy of the following, & inform the prospective resident appro to person's needs & capabilities of the contents of materials given: the visitation & communication policy under s. 41 .2.",S 30.1.b 
Administrative and Other Matters,String,"Before making a res agreement, prospective resident must receive a copy & be informed  appropriate to the person's needs & capabilities the contents of the materials given: the complaint policy under s. 43 .1.",0eubZ00000001GtQAI,"Before making a res agreement, prospective resident must receive a copy & be informed  appropriate to the person's needs & capabilities the contents of the materials given: the complaint policy under s. 43 .1.",S 30.1.c 
Administrative and Other Matters,String,"Before making a res agreement, registrant must give prospective resident a copy of & inform the prospective resident appropriate to that person's needs & capabilities of the contents of the materials given: the end of residency policy made under s.44 .1.",0eubZ00000001GuQAI,"Before making a res agreement, registrant must give prospective resident a copy of & inform the prospective resident appropriate to that person's needs & capabilities of the contents of the materials given: the end of residency policy made under s.44 .1.",S 30.1.d 
Administrative and Other Matters,String,"Before making a res agreement, registrant must give  the prospective resident a copy of & inform the prospective resident appropriate to that person's needs and capabilities of the contents of the materials given: the medication policy, if applicable.",0eubZ00000001GvQAI,"Before making a res agreement, registrant must give  the prospective resident a copy of & inform the prospective resident appropriate to that person's needs and capabilities of the contents of the materials given: the medication policy, if applicable.",S 30.1.e 
Administrative and Other Matters,String,"Before making a residency agreement, Registrant must give to the prospective resident a copy of & inform the prospective resident appropriate to that person's needs & capabilities of the contents of materials given: cannabis policy made under s. 48 .3.",0eubZ00000001GwQAI,"Before making a residency agreement, Registrant must give to the prospective resident a copy of & inform the prospective resident appropriate to that person's needs & capabilities of the contents of materials given: cannabis policy made under s. 48 .3.",S 30.1.f 
Planning and Support Agreements,String,A registrant may accept a person as a resident by making a written residency agreement with the person that includes all of the applicable content set out in Schedule C.,0eubZ00000001GxQAI,A registrant may accept a person as a resident by making a written residency agreement with the person that includes all of the applicable content set out in Schedule C.,S 31.1 
Planning and Support Agreements,String,"Before making a residency agreement, a registrant must inform the prospective resident in a manner that is appropriate to that person's needs and capabilities of the contents of the agreement.",0eubZ00000001GyQAI,"Before making a residency agreement, a registrant must inform the prospective resident in a manner that is appropriate to that person's needs and capabilities of the contents of the agreement.",S 31.2 
Administrative and Other Matters,String,"On signing a residency agreement, a registrant must give to the resident a copy of the residency agreement.",0eubZ00000001GzQAI,"On signing a residency agreement, a registrant must give to the resident a copy of the residency agreement.",S 31.3.a 
Administrative and Other Matters,String,"On signing a res agreement, registrant must give to the resident written information to contact the registrar to make a complaint,& the registrar's contact info, & inform the resident of the contents of materials given.",0eubZ00000001H0QAI,"On signing a res agreement, registrant must give to the resident written information to contact the registrar to make a complaint,& the registrar's contact info, & inform the resident of the contents of materials given.",S 31.3.b 
Administrative and Other Matters,String,For the purposes of subsection .4 the resident or the resident's personal representative.,0eubZ00000001H1QAI,For the purposes of subsection .4 the resident or the resident's personal representative.,S 31.4.a 
Administrative and Other Matters,String,"For the purposes of subsection .5 the registrant, the manager or a person authorized to sign residency agreements on behalf of the registrant.",0eubZ00000001H2QAI,"For the purposes of subsection .5 the registrant, the manager or a person authorized to sign residency agreements on behalf of the registrant.",S 31.4.b 
